branch,template_row_date,template_column,template_header_physical_interval,physical_date,physical_t,physical_interval,price,price_role,g0_kwh,geff_kwh,adjustment_surcharge_yuan
4-2,2025-04-30,32,5:10-5:20,2025-04-30,32,5:10-5:20,0.4182,realized,561.7091845222667,561.7091845222667,0.0
4-2,2025-04-30,33,5:20-5:30,2025-04-30,33,5:20-5:30,0.3875,realized,561.1073415328201,561.1073415328201,0.0
4-2,2025-04-30,34,5:30-5:40,2025-04-30,34,5:30-5:40,0.3739,realized,1303.8853671020831,1303.8853671020831,0.0
4-2,2025-04-30,35,5:40-5:50,2025-04-30,35,5:40-5:50,0.5835,realized,0.0,0.0,0.0
4-2,2025-04-30,36,5:50-6:00,2025-04-30,36,5:50-6:00,0.8878,realized,0.0,0.0,0.0
4-2,2025-04-30,37,6:00-6:10,2025-04-30,37,6:00-6:10,0.9204,realized,0.0,0.0,0.0
4-2,2025-04-30,38,6:10-6:20,2025-04-30,38,6:10-6:20,0.8699,realized,0.0,0.0,0.0
4-2,2025-04-30,39,6:20-6:30,2025-04-30,39,6:20-6:30,0.8567,realized,0.0,0.0,0.0
4-2,2025-04-30,40,6:30-6:40,2025-04-30,40,6:30-6:40,0.8145,realized,0.0,0.0,0.0
4-2,2025-04-30,41,6:40-6:50,2025-04-30,41,6:40-6:50,0.7742,realized,0.0,0.0,0.0
4-2,2025-04-30,42,6:50-7:00,2025-04-30,42,6:50-7:00,0.7557,realized,0.0,0.0,0.0
4-2,2025-04-30,43,7:00-7:10,2025-04-30,43,7:00-7:10,0.7434,realized,0.0,0.0,0.0
4-2,2025-04-30,44,7:10-7:20,2025-04-30,44,7:10-7:20,0.7301,realized,0.0,0.0,0.0
4-2,2025-04-30,45,7:20-7:30,2025-04-30,45,7:20-7:30,0.6844,realized,0.0,0.0,0.0
4-2,2025-04-30,46,7:30-7:40,2025-04-30,46,7:30-7:40,0.6203,realized,0.0,0.0,0.0
4-2,2025-04-30,47,7:40-7:50,2025-04-30,47,7:40-7:50,0.82,realized,0.0,0.0,0.0
4-2,2025-04-30,48,7:50-8:00,2025-04-30,48,7:50-8:00,1.1414,realized,0.0,0.0,0.0
4-2,2025-04-30,49,8:00-8:10,2025-04-30,49,8:00-8:10,1.1346,realized,0.0,0.0,0.0
4-2,2025-04-30,50,8:10-8:20,2025-04-30,50,8:10-8:20,1.069,realized,0.0,0.0,0.0
4-2,2025-04-30,51,8:20-8:30,2025-04-30,51,8:20-8:30,1.0703,realized,0.0,0.0,0.0
4-2,2025-04-30,52,8:30-8:40,2025-04-30,52,8:30-8:40,0.9949,realized,0.0,0.0,0.0
4-2,2025-04-30,53,8:40-8:50,2025-04-30,53,8:40-8:50,0.9333,realized,0.0,0.0,0.0
4-2,2025-04-30,54,8:50-9:00,2025-04-30,54,8:50-9:00,0.9282,realized,0.0,0.0,0.0
4-2,2025-04-30,55,9:00-9:10,2025-04-30,55,9:00-9:10,0.9218,realized,0.0,0.0,0.0
4-2,2025-04-30,56,9:10-9:20,2025-04-30,56,9:10-9:20,0.8942,realized,0.0,0.0,0.0
4-2,2025-04-30,57,9:20-9:30,2025-04-30,57,9:20-9:30,0.8641,realized,0.0,0.0,0.0
4-2,2025-04-30,58,9:30-9:40,2025-04-30,58,9:30-9:40,0.8543,realized,0.0,0.0,0.0
4-2,2025-04-30,59,9:40-9:50,2025-04-30,59,9:40-9:50,0.8003,realized,0.0,0.0,0.0
4-2,2025-04-30,60,9:50-10:00,2025-04-30,60,9:50-10:00,0.7524,realized,0.0,0.0,0.0
4-2,2025-04-30,61,10:00-10:10,2025-04-30,61,10:00-10:10,0.8297,realized,0.0,0.0,0.0
4-2,2025-04-30,62,10:10-10:20,2025-04-30,62,10:10-10:20,0.8811,realized,0.0,0.0,0.0
4-2,2025-04-30,63,10:20-10:30,2025-04-30,63,10:20-10:30,0.875,realized,0.0,0.0,0.0
4-2,2025-04-30,64,10:30-10:40,2025-04-30,64,10:30-10:40,0.894,realized,0.0,0.0,0.0
4-2,2025-04-30,65,10:40-10:50,2025-04-30,65,10:40-10:50,0.7411,realized,0.0,0.0,0.0
4-2,2025-04-30,66,10:50-11:00,2025-04-30,66,10:50-11:00,0.5079,realized,0.0,0.0,0.0
4-2,2025-04-30,67,11:00-11:10,2025-04-30,67,11:00-11:10,0.5142,realized,526.3070947368473,526.3070947368473,0.0
4-2,2025-04-30,68,11:10-11:20,2025-04-30,68,11:10-11:20,0.561,realized,0.0,0.0,0.0
4-2,2025-04-30,69,11:20-11:30,2025-04-30,69,11:20-11:30,0.5343,realized,37.33987573795457,37.33987573795457,0.0
4-2,2025-04-30,70,11:30-11:40,2025-04-30,70,11:30-11:40,0.512,realized,0.0,0.0,0.0
4-2,2025-04-30,71,11:40-11:50,2025-04-30,71,11:40-11:50,0.4664,realized,352.8656875667077,352.8656875667077,0.0
4-2,2025-04-30,72,11:50-12:00,2025-04-30,72,11:50-12:00,0.4214,realized,416.9939618403879,416.9939618403879,0.0
4-2,2025-04-30,73,12:00-12:10,2025-04-30,73,12:00-12:10,0.449,realized,317.68873918061274,317.68873918061274,0.0
4-2,2025-04-30,74,12:10-12:20,2025-04-30,74,12:10-12:20,0.4951,realized,0.0,0.0,0.0
4-2,2025-04-30,75,12:20-12:30,2025-04-30,75,12:20-12:30,0.4876,realized,328.4639670688291,328.4639670688291,0.0
4-2,2025-04-30,76,12:30-12:40,2025-04-30,76,12:30-12:40,0.4403,realized,385.85506522171175,385.85506522171175,0.0
4-2,2025-04-30,77,12:40-12:50,2025-04-30,77,12:40-12:50,0.6333,realized,0.0,0.0,0.0
4-2,2025-04-30,78,12:50-13:00,2025-04-30,78,12:50-13:00,0.9245,realized,0.0,0.0,0.0
4-2,2025-04-30,79,13:00-13:10,2025-04-30,79,13:00-13:10,0.8748,realized,0.0,0.0,0.0
4-2,2025-04-30,80,13:10-13:20,2025-04-30,80,13:10-13:20,0.7928,realized,0.0,0.0,0.0
4-2,2025-04-30,81,13:20-13:30,2025-04-30,81,13:20-13:30,0.8093,realized,0.0,0.0,0.0
4-2,2025-04-30,82,13:30-13:40,2025-04-30,82,13:30-13:40,0.7576,realized,0.0,0.0,0.0
4-2,2025-04-30,83,13:40-13:50,2025-04-30,83,13:40-13:50,0.7575,realized,0.0,0.0,0.0
4-2,2025-04-30,84,13:50-14:00,2025-04-30,84,13:50-14:00,0.827,realized,0.0,0.0,0.0
4-2,2025-04-30,85,14:00-14:10,2025-04-30,85,14:00-14:10,0.8454,realized,0.0,0.0,0.0
4-2,2025-04-30,86,14:10-14:20,2025-04-30,86,14:10-14:20,0.8474,realized,0.0,0.0,0.0
4-2,2025-04-30,87,14:20-14:30,2025-04-30,87,14:20-14:30,0.8821,realized,0.0,0.0,0.0
4-2,2025-04-30,88,14:30-14:40,2025-04-30,88,14:30-14:40,0.927,realized,0.0,0.0,0.0
4-2,2025-04-30,89,14:40-14:50,2025-04-30,89,14:40-14:50,0.7935,realized,0.0,0.0,0.0
4-2,2025-04-30,90,14:50-15:00,2025-04-30,90,14:50-15:00,0.5721,realized,196.09848513014583,196.09848513014583,0.0
4-2,2025-04-30,91,15:00-15:10,2025-04-30,91,15:00-15:10,0.556,realized,256.3224181861319,256.3224181861319,0.0
4-2,2025-04-30,92,15:10-15:20,2025-04-30,92,15:10-15:20,0.5781,realized,235.9204192113863,235.9204192113863,0.0
4-2,2025-04-30,93,15:20-15:30,2025-04-30,93,15:20-15:30,0.5726,realized,282.04543221009897,282.04543221009897,0.0
4-2,2025-04-30,94,15:30-15:40,2025-04-30,94,15:30-15:40,0.641,realized,345.2203429011198,345.2203429011198,0.0
4-2,2025-04-30,95,15:40-15:50,2025-04-30,95,15:40-15:50,0.6835,realized,347.24395628225966,347.24395628225966,0.0
4-2,2025-04-30,96,15:50-16:00,2025-04-30,96,15:50-16:00,0.6711,realized,374.6691861834397,374.6691861834397,0.0
4-2,2025-04-30,97,16:00-16:10,2025-04-30,97,16:00-16:10,0.6835,realized,418.77603939801975,418.77603939801975,0.0
4-2,2025-04-30,98,16:10-16:20,2025-04-30,98,16:10-16:20,0.7393,realized,485.7277237810322,485.7277237810322,0.0
4-2,2025-04-30,99,16:20-16:30,2025-04-30,99,16:20-16:30,0.8005,realized,526.0338563974658,526.0338563974658,0.0
4-2,2025-04-30,100,16:30-16:40,2025-04-30,100,16:30-16:40,0.8225,realized,589.7144032445132,589.7144032445132,0.0
4-2,2025-04-30,101,16:40-16:50,2025-04-30,101,16:40-16:50,0.8845,realized,630.1916209641576,630.1916209641576,0.0
4-2,2025-04-30,102,16:50-17:00,2025-04-30,102,16:50-17:00,0.9549,realized,651.5919245274254,651.5919245274254,0.0
4-2,2025-04-30,103,17:00-17:10,2025-04-30,103,17:00-17:10,0.9219,realized,693.0788231494749,693.0788231494749,0.0
4-2,2025-04-30,104,17:10-17:20,2025-04-30,104,17:10-17:20,0.9161,realized,724.0223494937118,724.0223494937118,0.0
4-2,2025-04-30,105,17:20-17:30,2025-04-30,105,17:20-17:30,0.9613,realized,755.7748965636263,755.7748965636263,0.0
4-2,2025-04-30,106,17:30-17:40,2025-04-30,106,17:30-17:40,0.9697,realized,831.2823052050207,831.2823052050207,0.0
4-2,2025-04-30,107,17:40-17:50,2025-04-30,107,17:40-17:50,1.0708,realized,745.2203951850086,745.2203951850086,0.0
4-2,2025-04-30,108,17:50-18:00,2025-04-30,108,17:50-18:00,1.2251,realized,561.2461746613407,561.2461746613407,0.0
4-2,2025-04-30,109,18:00-18:10,2025-04-30,109,18:00-18:10,1.2425,realized,577.7081103111709,577.7081103111709,0.0
4-2,2025-04-30,110,18:10-18:20,2025-04-30,110,18:10-18:20,1.2281,realized,645.4647120569247,645.4647120569247,0.0
4-2,2025-04-30,111,18:20-18:30,2025-04-30,111,18:20-18:30,1.2501,realized,621.4307705328157,621.4307705328157,0.0
4-2,2025-04-30,112,18:30-18:40,2025-04-30,112,18:30-18:40,1.2685,realized,426.5916195291556,426.5916195291556,0.0
4-2,2025-04-30,113,18:40-18:50,2025-04-30,113,18:40-18:50,1.2666,realized,0.0,0.0,0.0
4-2,2025-04-30,114,18:50-19:00,2025-04-30,114,18:50-19:00,1.2658,realized,0.0,0.0,0.0
4-2,2025-04-30,115,19:00-19:10,2025-04-30,115,19:00-19:10,1.2966,realized,0.0,0.0,0.0
4-2,2025-04-30,116,19:10-19:20,2025-04-30,116,19:10-19:20,1.3036,realized,0.0,0.0,0.0
4-2,2025-04-30,117,19:20-19:30,2025-04-30,117,19:20-19:30,1.2881,realized,0.0,0.0,0.0
4-2,2025-04-30,118,19:30-19:40,2025-04-30,118,19:30-19:40,1.3073,realized,0.0,0.0,0.0
4-2,2025-04-30,119,19:40-19:50,2025-04-30,119,19:40-19:50,1.3303,realized,0.0,0.0,0.0
4-2,2025-04-30,120,19:50-20:00,2025-04-30,120,19:50-20:00,1.3318,realized,0.0,0.0,0.0
4-2,2025-04-30,121,20:00-20:10,2025-04-30,121,20:00-20:10,1.3133,realized,0.0,0.0,0.0
4-2,2025-04-30,122,20:10-20:20,2025-04-30,122,20:10-20:20,1.2743,realized,716.5427098956346,716.5427098956346,0.0
4-2,2025-04-30,123,20:20-20:30,2025-04-30,123,20:20-20:30,1.2609,realized,0.0,0.0,0.0
4-2,2025-04-30,124,20:30-20:40,2025-04-30,124,20:30-20:40,1.3065,realized,0.0,0.0,0.0
4-2,2025-04-30,125,20:40-20:50,2025-04-30,125,20:40-20:50,1.2148,realized,711.4371311017399,711.4371311017399,0.0
4-2,2025-04-30,126,20:50-21:00,2025-04-30,126,20:50-21:00,1.0041,realized,756.6358292946873,756.6358292946873,0.0
4-2,2025-04-30,127,21:00-21:10,2025-04-30,127,21:00-21:10,0.9076,realized,737.2414374152455,737.2414374152455,0.0
4-2,2025-04-30,128,21:10-21:20,2025-04-30,128,21:10-21:20,0.9299,realized,704.6635653475909,704.6635653475909,0.0
4-2,2025-04-30,129,21:20-21:30,2025-04-30,129,21:20-21:30,0.9967,realized,703.9803543811811,703.9803543811811,0.0
4-2,2025-04-30,130,21:30-21:40,2025-04-30,130,21:30-21:40,0.9915,realized,722.4241110488008,722.4241110488008,0.0
4-2,2025-04-30,131,21:40-21:50,2025-04-30,131,21:40-21:50,0.7233,realized,677.4087433028935,677.4087433028935,0.0
4-2,2025-04-30,132,21:50-22:00,2025-04-30,132,21:50-22:00,0.3938,realized,1336.982567406791,1336.982567406791,0.0
4-2,2025-04-30,133,22:00-22:10,2025-04-30,133,22:00-22:10,0.4214,realized,1339.0635451338312,1339.0635451338312,0.0
4-2,2025-04-30,134,22:10-22:20,2025-04-30,134,22:10-22:20,0.466,realized,1076.0201857908933,1076.0201857908933,0.0
4-2,2025-04-30,135,22:20-22:30,2025-04-30,135,22:20-22:30,0.3936,realized,1354.9346852493863,1354.9346852493863,0.0
4-2,2025-04-30,136,22:30-22:40,2025-04-30,136,22:30-22:40,0.3958,realized,1348.0426966465204,1348.0426966465204,0.0
4-2,2025-04-30,137,22:40-22:50,2025-04-30,137,22:40-22:50,0.3755,realized,1346.7832592844525,1346.7832592844525,0.0
4-2,2025-04-30,138,22:50-23:00,2025-04-30,138,22:50-23:00,0.3282,realized,1332.6436087402967,1332.6436087402967,0.0
4-2,2025-04-30,139,23:00-23:10,2025-04-30,139,23:00-23:10,0.3666,realized,1338.3687344295572,1338.3687344295572,0.0
4-2,2025-04-30,140,23:10-23:20,2025-04-30,140,23:10-23:20,0.3996,realized,1339.1735937070227,1339.1735937070227,0.0
4-2,2025-04-30,141,23:20-23:30,2025-04-30,141,23:20-23:30,0.3945,realized,1359.1559872173618,1359.1559872173618,0.0
4-2,2025-04-30,142,23:30-23:40,2025-04-30,142,23:30-23:40,0.41,realized,1348.3091769452853,1348.3091769452853,0.0
4-2,2025-04-30,143,23:40-23:50,2025-04-30,143,23:40-23:50,0.4283,realized,1314.293689627152,1314.293689627152,0.0
4-2,2025-04-30,144,23:50-0:00+1,2025-04-30,144,23:50-00:00+1,0.4474,realized,1213.0643802163438,1213.0643802163438,0.0
4-2,2025-04-30,145,0:00-0:10+1,2025-05-01,1,0:00-0:10,0.4868,realized,573.829865327937,573.829865327937,0.0
4-2,2025-05-01,2,0:10-0:20,2025-05-01,2,0:10-0:20,0.5095,realized,558.6924966478107,558.6924966478107,0.0
4-2,2025-05-01,3,0:20-0:30,2025-05-01,3,0:20-0:30,0.4845,realized,561.4012972317362,561.4012972317362,0.0
4-2,2025-05-01,4,0:30-0:40,2025-05-01,4,0:30-0:40,0.4217,realized,582.3676690729319,582.3676690729319,0.0
4-2,2025-05-01,5,0:40-0:50,2025-05-01,5,0:40-0:50,0.411,realized,565.5703053088104,565.5703053088104,0.0
4-2,2025-05-01,6,0:50-1:00,2025-05-01,6,0:50-1:00,0.437,realized,522.2526285750746,522.2526285750746,0.0
4-2,2025-05-01,7,1:00-1:10,2025-05-01,7,1:00-1:10,0.4002,realized,576.7150223622657,576.7150223622657,0.0
4-2,2025-05-01,8,1:10-1:20,2025-05-01,8,1:10-1:20,0.3628,realized,598.3217640331162,598.3217640331162,0.0
4-2,2025-05-01,9,1:20-1:30,2025-05-01,9,1:20-1:30,0.3566,realized,580.1710501700635,580.1710501700635,0.0
4-2,2025-05-01,10,1:30-1:40,2025-05-01,10,1:30-1:40,0.3561,realized,583.1813033882421,583.1813033882421,0.0
4-2,2025-05-01,11,1:40-1:50,2025-05-01,11,1:40-1:50,0.3923,realized,569.256029563461,569.256029563461,0.0
4-2,2025-05-01,12,1:50-2:00,2025-05-01,12,1:50-2:00,0.4612,realized,0.0,0.0,0.0
4-2,2025-05-01,13,2:00-2:10,2025-05-01,13,2:00-2:10,0.5085,realized,570.5581964269359,570.5581964269359,0.0
4-2,2025-05-01,14,2:10-2:20,2025-05-01,14,2:10-2:20,0.4832,realized,581.9776334374754,581.9776334374754,0.0
4-2,2025-05-01,15,2:20-2:30,2025-05-01,15,2:20-2:30,0.4191,realized,570.3587583542532,570.3587583542532,0.0
4-2,2025-05-01,16,2:30-2:40,2025-05-01,16,2:30-2:40,0.4017,realized,608.4168003628233,608.4168003628233,0.0
4-2,2025-05-01,17,2:40-2:50,2025-05-01,17,2:40-2:50,0.3923,realized,612.7558358458824,612.7558358458824,0.0
4-2,2025-05-01,18,2:50-3:00,2025-05-01,18,2:50-3:00,0.3878,realized,580.6590298044799,580.6590298044799,0.0
4-2,2025-05-01,19,3:00-3:10,2025-05-01,19,3:00-3:10,0.4298,realized,591.8624610772795,591.8624610772795,0.0
4-2,2025-05-01,20,3:10-3:20,2025-05-01,20,3:10-3:20,0.4679,realized,590.2927265966202,590.2927265966202,0.0
4-2,2025-05-01,21,3:20-3:30,2025-05-01,21,3:20-3:30,0.4614,realized,574.5545895646131,574.5545895646131,0.0
4-2,2025-05-01,22,3:30-3:40,2025-05-01,22,3:30-3:40,0.4241,realized,576.7970656218899,576.7970656218899,0.0
4-2,2025-05-01,23,3:40-3:50,2025-05-01,23,3:40-3:50,0.4472,realized,608.9922742692016,608.9922742692016,0.0
4-2,2025-05-01,24,3:50-4:00,2025-05-01,24,3:50-4:00,0.4942,realized,612.4145717652988,612.4145717652988,0.0
4-2,2025-05-01,25,4:00-4:10,2025-05-01,25,4:00-4:10,0.4463,realized,573.4373015952401,573.4373015952401,0.0
4-2,2025-05-01,26,4:10-4:20,2025-05-01,26,4:10-4:20,0.4364,realized,501.7419022885146,501.7419022885146,0.0
4-2,2025-05-01,27,4:20-4:30,2025-05-01,27,4:20-4:30,0.4912,realized,615.598195839684,615.598195839684,0.0
4-2,2025-05-01,28,4:30-4:40,2025-05-01,28,4:30-4:40,0.4941,realized,617.4105142789765,617.4105142789765,0.0
4-2,2025-05-01,29,4:40-4:50,2025-05-01,29,4:40-4:50,0.4427,realized,593.8180221021174,593.8180221021174,0.0
4-2,2025-05-01,30,4:50-5:00,2025-05-01,30,4:50-5:00,0.4023,realized,0.0,0.0,0.0
4-2,2025-05-01,31,5:00-5:10,2025-05-01,31,5:00-5:10,0.443,realized,572.2950992378583,572.2950992378583,0.0
4-2,2025-05-01,32,5:10-5:20,2025-05-01,32,5:10-5:20,0.4995,realized,562.8528360752314,562.8528360752314,0.0
4-2,2025-05-01,33,5:20-5:30,2025-05-01,33,5:20-5:30,0.4693,realized,558.7606261461952,558.7606261461952,0.0
4-2,2025-05-01,34,5:30-5:40,2025-05-01,34,5:30-5:40,0.3498,realized,1309.5749913793384,1309.5749913793384,0.0
4-2,2025-05-01,35,5:40-5:50,2025-05-01,35,5:40-5:50,0.526,realized,0.0,0.0,0.0
4-2,2025-05-01,36,5:50-6:00,2025-05-01,36,5:50-6:00,0.8996,realized,0.0,0.0,0.0
4-2,2025-05-01,37,6:00-6:10,2025-05-01,37,6:00-6:10,0.9605,realized,0.0,0.0,0.0
4-2,2025-05-01,38,6:10-6:20,2025-05-01,38,6:10-6:20,0.8635,realized,0.0,0.0,0.0
4-2,2025-05-01,39,6:20-6:30,2025-05-01,39,6:20-6:30,0.8025,realized,0.0,0.0,0.0
4-2,2025-05-01,40,6:30-6:40,2025-05-01,40,6:30-6:40,0.8093,realized,0.0,0.0,0.0
4-2,2025-05-01,41,6:40-6:50,2025-05-01,41,6:40-6:50,0.8085,realized,0.0,0.0,0.0
4-2,2025-05-01,42,6:50-7:00,2025-05-01,42,6:50-7:00,0.7842,realized,0.0,0.0,0.0
4-2,2025-05-01,43,7:00-7:10,2025-05-01,43,7:00-7:10,0.7873,realized,0.0,0.0,0.0
4-2,2025-05-01,44,7:10-7:20,2025-05-01,44,7:10-7:20,0.7981,realized,0.0,0.0,0.0
4-2,2025-05-01,45,7:20-7:30,2025-05-01,45,7:20-7:30,0.7654,realized,0.0,0.0,0.0
4-2,2025-05-01,46,7:30-7:40,2025-05-01,46,7:30-7:40,0.7005,realized,0.0,0.0,0.0
4-2,2025-05-01,47,7:40-7:50,2025-05-01,47,7:40-7:50,0.8911,realized,0.0,0.0,0.0
4-2,2025-05-01,48,7:50-8:00,2025-05-01,48,7:50-8:00,1.1859,realized,0.0,0.0,0.0
4-2,2025-05-01,49,8:00-8:10,2025-05-01,49,8:00-8:10,1.1267,realized,0.0,0.0,0.0
4-2,2025-05-01,50,8:10-8:20,2025-05-01,50,8:10-8:20,1.0432,realized,0.0,0.0,0.0
4-2,2025-05-01,51,8:20-8:30,2025-05-01,51,8:20-8:30,1.1007,realized,0.0,0.0,0.0
4-2,2025-05-01,52,8:30-8:40,2025-05-01,52,8:30-8:40,1.1263,realized,0.0,0.0,0.0
4-2,2025-05-01,53,8:40-8:50,2025-05-01,53,8:40-8:50,1.0654,realized,0.0,0.0,0.0
4-2,2025-05-01,54,8:50-9:00,2025-05-01,54,8:50-9:00,0.982,realized,0.0,0.0,0.0
4-2,2025-05-01,55,9:00-9:10,2025-05-01,55,9:00-9:10,0.9746,realized,0.0,0.0,0.0
4-2,2025-05-01,56,9:10-9:20,2025-05-01,56,9:10-9:20,0.946,realized,0.0,0.0,0.0
4-2,2025-05-01,57,9:20-9:30,2025-05-01,57,9:20-9:30,0.8851,realized,0.0,0.0,0.0
4-2,2025-05-01,58,9:30-9:40,2025-05-01,58,9:30-9:40,0.8828,realized,0.0,0.0,0.0
4-2,2025-05-01,59,9:40-9:50,2025-05-01,59,9:40-9:50,0.8957,realized,0.0,0.0,0.0
4-2,2025-05-01,60,9:50-10:00,2025-05-01,60,9:50-10:00,0.8786,realized,0.0,0.0,0.0
4-2,2025-05-01,61,10:00-10:10,2025-05-01,61,10:00-10:10,0.8343,realized,0.0,0.0,0.0
4-2,2025-05-01,62,10:10-10:20,2025-05-01,62,10:10-10:20,0.8185,realized,0.0,0.0,0.0
4-2,2025-05-01,63,10:20-10:30,2025-05-01,63,10:20-10:30,0.8303,realized,0.0,0.0,0.0
4-2,2025-05-01,64,10:30-10:40,2025-05-01,64,10:30-10:40,0.7926,realized,0.0,0.0,0.0
4-2,2025-05-01,65,10:40-10:50,2025-05-01,65,10:40-10:50,0.6131,realized,0.0,0.0,0.0
4-2,2025-05-01,66,10:50-11:00,2025-05-01,66,10:50-11:00,0.4325,realized,0.0,0.0,0.0
4-2,2025-05-01,67,11:00-11:10,2025-05-01,67,11:00-11:10,0.4891,realized,517.6245950671811,517.6245950671811,0.0
4-2,2025-05-01,68,11:10-11:20,2025-05-01,68,11:10-11:20,0.4845,realized,0.0,0.0,0.0
4-2,2025-05-01,69,11:20-11:30,2025-05-01,69,11:20-11:30,0.3967,realized,57.03317824579153,57.03317824579153,0.0
4-2,2025-05-01,70,11:30-11:40,2025-05-01,70,11:30-11:40,0.4809,realized,55.78483017445615,55.78483017445615,0.0
4-2,2025-05-01,71,11:40-11:50,2025-05-01,71,11:40-11:50,0.4681,realized,107.25160904419818,107.25160904419818,0.0
4-2,2025-05-01,72,11:50-12:00,2025-05-01,72,11:50-12:00,0.3405,realized,434.07461866727715,434.07461866727715,0.0
4-2,2025-05-01,73,12:00-12:10,2025-05-01,73,12:00-12:10,0.3721,realized,391.96452194968253,391.96452194968253,0.0
4-2,2025-05-01,74,12:10-12:20,2025-05-01,74,12:10-12:20,0.4626,realized,227.09808710130676,227.09808710130676,0.0
4-2,2025-05-01,75,12:20-12:30,2025-05-01,75,12:20-12:30,0.4641,realized,412.15335343246534,412.15335343246534,0.0
4-2,2025-05-01,76,12:30-12:40,2025-05-01,76,12:30-12:40,0.3679,realized,490.65648400525254,490.65648400525254,0.0
4-2,2025-05-01,77,12:40-12:50,2025-05-01,77,12:40-12:50,0.4997,realized,0.0,0.0,0.0
4-2,2025-05-01,78,12:50-13:00,2025-05-01,78,12:50-13:00,0.7805,realized,0.0,0.0,0.0
4-2,2025-05-01,79,13:00-13:10,2025-05-01,79,13:00-13:10,0.8044,realized,0.0,0.0,0.0
4-2,2025-05-01,80,13:10-13:20,2025-05-01,80,13:10-13:20,0.7923,realized,0.0,0.0,0.0
4-2,2025-05-01,81,13:20-13:30,2025-05-01,81,13:20-13:30,0.8394,realized,0.0,0.0,0.0
4-2,2025-05-01,82,13:30-13:40,2025-05-01,82,13:30-13:40,0.8108,realized,0.0,0.0,0.0
4-2,2025-05-01,83,13:40-13:50,2025-05-01,83,13:40-13:50,0.7991,realized,0.0,0.0,0.0
4-2,2025-05-01,84,13:50-14:00,2025-05-01,84,13:50-14:00,0.8374,realized,0.0,0.0,0.0
4-2,2025-05-01,85,14:00-14:10,2025-05-01,85,14:00-14:10,0.8624,realized,0.0,0.0,0.0
4-2,2025-05-01,86,14:10-14:20,2025-05-01,86,14:10-14:20,0.8993,realized,0.0,0.0,0.0
4-2,2025-05-01,87,14:20-14:30,2025-05-01,87,14:20-14:30,0.936,realized,0.0,0.0,0.0
4-2,2025-05-01,88,14:30-14:40,2025-05-01,88,14:30-14:40,0.9097,realized,0.0,0.0,0.0
4-2,2025-05-01,89,14:40-14:50,2025-05-01,89,14:40-14:50,0.7984,realized,0.0,0.0,0.0
4-2,2025-05-01,90,14:50-15:00,2025-05-01,90,14:50-15:00,0.6729,realized,68.22201942296374,68.22201942296374,0.0
4-2,2025-05-01,91,15:00-15:10,2025-05-01,91,15:00-15:10,0.652,realized,168.06055157393803,168.06055157393803,0.0
4-2,2025-05-01,92,15:10-15:20,2025-05-01,92,15:10-15:20,0.7181,realized,169.2530845387977,169.2530845387977,0.0
4-2,2025-05-01,93,15:20-15:30,2025-05-01,93,15:20-15:30,0.7654,realized,204.2948644880121,204.2948644880121,0.0
4-2,2025-05-01,94,15:30-15:40,2025-05-01,94,15:30-15:40,0.701,realized,278.57675276005426,278.57675276005426,0.0
4-2,2025-05-01,95,15:40-15:50,2025-05-01,95,15:40-15:50,0.6849,realized,287.8553242463837,287.8553242463837,0.0
4-2,2025-05-01,96,15:50-16:00,2025-05-01,96,15:50-16:00,0.7393,realized,313.1142643356491,313.1142643356491,0.0
4-2,2025-05-01,97,16:00-16:10,2025-05-01,97,16:00-16:10,0.7418,realized,357.19197698522566,357.19197698522566,0.0
4-2,2025-05-01,98,16:10-16:20,2025-05-01,98,16:10-16:20,0.7891,realized,418.9979055817986,418.9979055817986,0.0
4-2,2025-05-01,99,16:20-16:30,2025-05-01,99,16:20-16:30,0.8787,realized,454.5811541422144,454.5811541422144,0.0
4-2,2025-05-01,100,16:30-16:40,2025-05-01,100,16:30-16:40,0.9001,realized,528.5665112190866,528.5665112190866,0.0
4-2,2025-05-01,101,16:40-16:50,2025-05-01,101,16:40-16:50,0.9308,realized,576.9792534080207,576.9792534080207,0.0
4-2,2025-05-01,102,16:50-17:00,2025-05-01,102,16:50-17:00,0.9791,realized,600.2544571815529,600.2544571815529,0.0
4-2,2025-05-01,103,17:00-17:10,2025-05-01,103,17:00-17:10,0.9727,realized,642.4543492362029,642.4543492362029,0.0
4-2,2025-05-01,104,17:10-17:20,2025-05-01,104,17:10-17:20,0.9862,realized,684.0544083146799,684.0544083146799,0.0
4-2,2025-05-01,105,17:20-17:30,2025-05-01,105,17:20-17:30,1.0204,realized,732.7986110359356,732.7986110359356,0.0
4-2,2025-05-01,106,17:30-17:40,2025-05-01,106,17:30-17:40,1.0188,realized,818.9321870799674,818.9321870799674,0.0
4-2,2025-05-01,107,17:40-17:50,2025-05-01,107,17:40-17:50,1.1295,realized,730.9711969446888,730.9711969446888,0.0
4-2,2025-05-01,108,17:50-18:00,2025-05-01,108,17:50-18:00,1.3058,realized,541.9953485119149,541.9953485119149,0.0
4-2,2025-05-01,109,18:00-18:10,2025-05-01,109,18:00-18:10,1.3366,realized,544.2398931461464,544.2398931461464,0.0
4-2,2025-05-01,110,18:10-18:20,2025-05-01,110,18:10-18:20,1.3359,realized,631.3893436260644,631.3893436260644,0.0
